Concat	MutantID	Plate	NR Well Location	NR Well Location	R Well Location	Genomic Location	Chromosome Location	Gene Description	Gene Name	Gene Role	% into ORF	Direction of Transposon in ORF (see materials and methods)	BLAST Score	Next Best BLAST Score	Levenshtein Distance	Ambiguous location ('yes' if difference between BLAST scores is 0 or if Levenshtein Distance > 4)
10D1	EC6113	10	D1	D	1	27361	1	branched-chain amino acid amiotransferase	ilvE	Amino acid biosynthesis	24.9	+	670	0	0	
10F10	EC6273	10	F10	F	10	75974	1	MadN protein	madN	Unknown function	19.9	+	961	0	1	
10H2	EC5839	10	H2	H	2	119319	1	diaminopimelate decarboxylase	lysA	Amino acid biosynthesis	7.3	-	331	0	0	
10C1	EC6101	10	C1	C	1	164989	1	ATP-dependent DNA helicase Rep	rep	DNA metabolism	28.7	+	272	0	0	
10B8	EC6437	10	B8	B	8	168914	1	"peptide ABC transporter, ATP-binding protein"		Transport and binding proteins	22.1	+	349	0	0	
10H9	EC6446	10	H9	H	9	174355	1	hypothetical protein			22.1	+	93.7	0	0	
10A5	EC5848	10	A5	A	5	201363	1	rarD protein	rarD	Unknown function	33.4	+	1176	0	0	
10A1	EC5913	10	A1	A	1	310063	1	conserved hypothetical protein		Hypothetical proteins	5.9	-	87.7	0	0	
10A11	EC6335	10	A11	A	11	321003	1	conserved hypothetical protein		Hypothetical proteins	15	-	406	0	0	
10B5	EC5854	10	B5	B	5	331563	1	hypothetical protein			6	+	303	0	0	
10A6	EC6048	10	A6	A	6	383577	1	bacterioferritin	bfr	Transport and binding proteins	15.5	-	321	0	0	
10C4	EC6127	10	C4	C	4	427191	1	MSHA biogenesis protein MshJ	mshJ	Cellular processes	70.9	-	216	0	0	
10D6	EC6090	10	D6	D	6	488790	1	conserved hypothetical protein		Hypothetical proteins	100	-	299	0	0	
10C2	EC6050	10	C2	C	2	586870	1	conserved hypothetical protein		Hypothetical proteins	48.1	+	589	0	0	
10G7	EC6345	10	G7	G	7	604585	1	"ubiquinol--cytochrome c reductase, iron-sulfur subunit"	petA	Energy metabolism	61.3	+	392	0	0	
10D9	EC6348	10	D9	D	9	770445	1	"protease, putative"		Protein fate	37.2	-	735	0	1	
10H11	EC6286	10	H11	H	11	800774	1	conserved hypothetical protein		Hypothetical proteins	28.9	+	745	0	2	
10D3	EC5891	10	D3	D	3	894465	1	toxin co-regulated pilus biosynthesis protein R	tcpR	Cellular processes	11.2	+	432	0	0	
10B4	EC6047	10	B4	B	4	943174	1	conserved hypothetical protein		Hypothetical proteins	28.9	+	480	0	0	
10C5	EC5900	10	C5	C	5	964627	1	conserved hypothetical protein		Hypothetical proteins	43.9	+	77.8	0	0	
10C7	EC6205	10	C7	C	7	1053788	1	proton/peptide symporter family protein		Transport and binding proteins	5.5	-	771	0	0	
10A4	EC6043	10	A4	A	4	1054476	1	"transcriptional activator RfaH, putative"		Regulatory functions	31.7	+	165	0	0	
10G4	EC5808	10	G4	G	4	1173060	1	"ABC transporter, ATP-binding protein"		Transport and binding proteins	40.5	-	726	0	0	
10B3	EC5853	10	B3	B	3	1235935	1	conserved hypothetical protein		Hypothetical proteins	4.9	+	852	0	0	
10F1	EC5818	10	F1	F	1	1242545	1	"tryptophan synthase, alpha subunit"	trpA	Amino acid biosynthesis	63.4	-	446	0	0	
10G5	EC5982	10	G5	G	5	1265965	1	hypothetical protein			34.9	+	1116	0	0	
10F2	EC5807	10	F2	F	2	1266569	1	hypothetical protein			14.2	-	139	0	3	
10B6	EC6076	10	B6	B	6	1300702	1	hypothetical protein			37.2	+	163	0	0	
10A8	EC6355	10	A8	A	8	959597	1	GTP cyclohydrolase II	ribA	"Biosynthesis of cofactors, prosthetic groups, and carriers"	49.2	+	121	0	4	yes
10H10	EC6285	10	H10	H	10	1337907	1	"iron-regulated protein A, putative"		Transport and binding proteins	7.6	-	365	0	0	
10E12	EC6378	10	E12	E	12	1380959	1	L-serine dehydratase 1	sdaA-1	Energy metabolism	31.4	+	420	0	0	
10E8	EC6497	10	E8	E	8	1459833	1	GGDEF family protein		Unknown function	5.8	+	392	0	0	
10D10	EC6233	10	D10	D	10	1486272	1	methyl-accepting chemotaxis protein		Cellular processes	12.4	+	535	0	0	
10D2	EC6100	10	D2	D	2	1531871	1	fumarate and nitrate reduction regulatory protein	fnr	Regulatory functions	79.1	+	714	0	0	
10A12	EC6336	10	A12	A	12	1608823	1	conserved hypothetical protein		Hypothetical proteins	52.2	+	65.9	0	0	
10A7	EC6199	10	A7	A	7	1622719	1	"nicotinate mononucleotide:5,6-dimethylbenzimidazole phosphoribosyltransferase"	cobB	"Biosynthesis of cofactors, prosthetic groups, and carriers"	6.4	+	991	0	0	
10F6	EC6140	10	F6	F	6	1667364	1	conserved hypothetical protein		Hypothetical proteins	56.6	+	509	0	0	
10B2	EC6016	10	B2	B	2	1714342	1	hypothetical protein			21.7	+	103	0	0	
10H3	EC6029	10	H3	H	3	1766491	1	ribosomal protein L25	rplY	Protein synthesis	11.8	-	547	0	0	
10G12	EC6382	10	G12	G	12	1820141	1	hypothetical protein			49.8	+	557	0	0	
10E2	EC5789	10	E2	E	2	1832493	1	hypothetical protein			32.3	-	549	0	0	
10A3	EC5845	10	A3	A	3	1910651	1	conserved hypothetical protein		Hypothetical proteins	11.2	+	521	0	0	
10G8	EC6156	10	G8	G	8	1924704	1	conserved hypothetical protein		Hypothetical proteins	30	-	589	0	0	
10B10	EC6187	10	B10	B	10	1930262	1	hypothetical protein			92.4	+	452	0	0	
10B10	EC6187	10	B10	B	10	1930262	1	conserved hypothetical protein		Hypothetical proteins	12	+	452	0	0	
10F9	EC6396	10	F9	F	9	2091040	1	conserved hypothetical protein		Hypothetical proteins	48.6	-	262	0	0	
10D7	EC6211	10	D7	D	7	2109201	1	"transcriptional regulator, LysR family"		Regulatory functions	29.4	-	446	0	0	
10F11	EC6461	10	F11	F	11	2110359	1	"lytic murein transglycosylase, putative"		Cell envelope	25.9	+	394	0	0	
10E5	EC5946	10	E5	E	5	2110890	1	conserved hypothetical protein		Hypothetical proteins	18.8	-	587	0	0	
10E1	EC5812	10	E1	E	1	2136677	1	ribonuclease D	rnd	Transcription	29.6	-	278	0	0	
10F3	EC5941	10	F3	F	3	2143580	1	hypothetical protein			59.9	-	1066	0	0	
10C11	EC6381	10	C11	C	11	2159949	1	"transcriptional regulator, ROK family"		Regulatory functions	49	-	656	0	0	
10G9	EC6442	10	G9	G	9	2192395	1	aspartate-semialdehyde dehydrogenase	asd	Amino acid biosynthesis	33.8	-	418	0	0	
10E11	EC6457	10	E11	E	11	2217432	1	protein-glutamate methylesterase CheB	cheB-2	Cellular processes	14.8	-	97.6	0	0	
10G10	EC6283	10	G10	G	10	2393686	1	nitrogen regulatory protein P-II	glnB-2	Regulatory functions	45.9	-	226	0	0	
10C12	EC6366	10	C12	C	12	2437321	1	conserved hypothetical protein		Hypothetical proteins	23.2	+	283	0	0	
10G11	EC6180	10	G11	G	11	2446639	1	"NADH:ubiquinone oxidoreductase, Na translocating, hydrophobic membrane protein NqrE"	nqrE	Energy metabolism	23.1	+	95.6	0	0	
10A2	EC5962	10	A2	A	2	2478259	1	hypothetical protein			90.9	+	448	0	0	
10D11	EC6411	10	D11	D	11	2503204	1	"smp protein, putative"		Unknown function	55.5	-	121	0	0	
10H6	EC6195	10	H6	H	6	2504267	1	purine nucleoside phosphorylase	deoD-1	"Purines, pyrimidines, nucleosides, and nucleotides"	7	-	315	0	0	
10C10	EC6189	10	C10	C	10	2563883	1	hypothetical protein			90	+	541	0	3	
10D8	EC6491	10	D8	D	8	2668120	1	conserved hypothetical protein		Hypothetical proteins	34.9	-	103	0	0	
10B1	EC6003	10	B1	B	1	2703734	1	BolA/YrbA family protein		Unknown function	70	-	420	0	0	
10F12	EC6380	10	F12	F	12	2713677	1	"sigma-54 modulation protein, putative"		Regulatory functions	96.5	+	190	0	0	
10E9	EC6352	10	E9	E	9	2835035	1	conserved hypothetical protein		Hypothetical proteins	12.1	+	293	0	0	
10D12	EC6372	10	D12	D	12	2851691	1	"aspartokinase II/homoserine dehydrogenase, methionine-sensitive"	metL	Amino acid biosynthesis	8.3	+	650	0	0	
10E4	EC5790	10	E4	E	4	2880525	1	guanylate kinase	gmk	"Purines, pyrimidines, nucleosides, and nucleotides"	94.6	-	283	0	0	
10H1	EC5914	10	H1	H	1	20731	2	vgrG protein	vgrG-2	Unknown function	14.6	-	628	63.9	0	
10G3	EC5951	10	G3	G	3	39737	2	hypothetical protein			23.5	+	230	0	0	
10B11	EC6377	10	B11	B	11	119097	2	hypothetical protein			51.4	-	973	0	0	
10A10	EC6179	10	A10	A	10	123626	2	hypothetical protein			13.6	+	533	0	0	
10E3	EC5931	10	E3	E	3	194984	2	hypothetical protein			79.3	-	593	188	1	
10H8	EC6160	10	H8	H	8	204125	2	conserved hypothetical protein		Hypothetical proteins	46.7	+	500	0	0	
10C6	EC6082	10	C6	C	6	209200	2	D-lactate dehydrogenase	ldhA	Energy metabolism	36.8	-	535	0	0	
10C9	EC6294	10	C9	C	9	290379	2	hypothetical protein			60.8	+	456	0	0	
10C8	EC6455	10	C8	C	8	305437	2	hypothetical protein			35.6	-	63.9	0	0	
10B12	EC6364	10	B12	B	12	326403	2	conserved hypothetical protein		Hypothetical proteins	92.2	+	1156	920	0	
10C3	EC5883	10	C3	C	3	339029	2	"biphenyl-2,3-diol 1,2-dioxygenase III-related protein"		Central intermediary metabolism	13.8	+	379	331	0	
10H7	EC6349	10	H7	H	7	402736	2	hypothetical protein			45	-	779	212	2	
10F5	EC5980	10	F5	F	5	410418	2	hypothetical protein			48.9	+	547	462	0	
10F8	EC6499	10	F8	F	8	8808	2	conserved hypothetical protein		Hypothetical proteins	59.5	-	555	555	0	yes
10F7	EC6343	10	F7	F	7	481149	2	conserved hypothetical protein		Hypothetical proteins	35.8	+	432	0	0	
10F4	EC5800	10	F4	F	4	495295	2	"gamma-glutamyltranspeptidase, putative"		"Biosynthesis of cofactors, prosthetic groups, and carriers"	15.4	-	170	0	0	
10E6	EC6122	10	E6	E	6	528127	2	"peptide ABC transporter, permease protein, putative"		Transport and binding proteins	39.8	-	208	0	0	
10B9	EC6252	10	B9	B	9	611008	2	nitrate/nitrite sensor protein NarQ	narQ	Regulatory functions	30.9	-	291	0	0	
10G1	EC5862	10	G1	G	1	625012	2	"iron(III) ABC transporter, ATP-binding protein"		Transport and binding proteins	24.3	+	759	0	0	
10G2	EC5833	10	G2	G	2	718327	2	conserved hypothetical protein		Hypothetical proteins	26.4	+	159	0	0	
10A9	EC6212	10	A9	A	9	763224	2	biosynthetic arginine decarboxylase	speA	Central intermediary metabolism	5.8	-	396	0	0	
10D5	EC5942	10	D5	D	5	769373	2	"aspartokinase, putative"		Amino acid biosynthesis	7.1	+	775	0	0	
10G6	EC6159	10	G6	G	6	821599	2	D-alanyl-D-alanine endopeptidase	pbpG	Cell envelope	40.1	+	498	0	0	
10E10	EC6271	10	E10	E	10	928246	2	methyl-accepting chemotaxis protein		Cellular processes	6.5	+	987	0	0	
10B7	EC6203	10	B7	B	7	1000488	2	hypothetical protein			28.8	+	733	0	0	
10E7	EC6263	10	E7	E	7	1023064	2	conserved hypothetical protein		Hypothetical proteins	68.6	-	264	0	0	
10D4	EC5788	10	D4	D	4	1027756	2	"transcriptional regulator, AraC/XylS family"		Regulatory functions	14.7	+	163	0	0	
10H4	EC5840	10	H4	H	4	1052005	2	chemotaxis protein CheA	cheA-3	Cellular processes	20	+	248	0	0	
11D9	EC7447	11	D9	D	9	22847	1	zinc-binding alcohol dehydrogenase		Energy metabolism	16.6	-	1037	0	0	
11F8	EC6862	11	F8	F	8	33809	1	conserved hypothetical protein		Hypothetical proteins	47.7	+	573	0	0	
11A11	EC7558	11	A11	A	11	50001	1	hypothetical protein			30.4	+	607	0	0	
11B12	EC7471	11	B12	B	12	201906	1	ATP-dependent DNA helicase RecQ	recQ	DNA metabolism	5.4	+	1047	0	0	
11H4	EC6780	11	H4	H	4	216244	1	conserved hypothetical protein		Hypothetical proteins	51.2	-	398	0	0	
11A2	EC6547	11	A2	A	2	230243	1	"lipopolysaccharide biosynthesis glycosyltransferase, putative"		Cell envelope	65.3	+	345	0	0	
11C3	EC6831	11	C3	C	3	259870	1	"acetyltransferase RfbO, CysE/LacA/LpxA/NodL family"		Central intermediary metabolism	5.8	-	289	0	0	
11E11	EC7385	11	E11	E	11	369283	1	tRNA delta(2)-isopentenylpyrophosphate transferase	miaA	Protein synthesis	26.9	-	335	0	0	
11B3	EC6825	11	B3	B	3	375301	1	conserved hypothetical protein		Hypothetical proteins	15.6	-	959	0	2	
11G3	EC6548	11	G3	G	3	375917	1	"peptidyl-prolyl cis-trans isomerase, FKBP-type"	fkpA	Protein fate	41.7	+	404	0	0	
11D11	EC7341	11	D11	D	11	396538	1	hypothetical protein			7	-	422	0	1	
11D1	EC6464	11	D1	D	1	420180	1	"excinuclease ABC, subunit A"	uvrA	DNA metabolism	10.4	+	281	0	0	
11E9	EC7493	11	E9	E	9	437147	1	hypothetical protein			9.8	+	357	42.1	0	
11D5	EC6567	11	D5	D	5	484232	1	A/G-specific adenine glycosylase	mutY	DNA metabolism	2.3	+	248	0	0	
11B7	EC6574	11	B7	B	7	693600	1	"transcriptional regulator, MarR family"		Regulatory functions	26.2	+	394	0	0	
11D8	EC6796	11	D8	D	8	720040	1	conserved hypothetical protein		Hypothetical proteins	15.3	-	291	0	0	
11H7	EC6760	11	H7	H	7	768275	1	hypothetical protein			17	+	515	129	0	
11G9	EC7507	11	G9	G	9	773215	1	histidine protein kinase PhoR	phoR	Regulatory functions	18.3	-	137	0	0	
11F10	EC7490	11	F10	F	10	818324	1	conserved hypothetical protein		Hypothetical proteins	30	-	672	0	0	
11F2	EC6675	11	F2	F	2	912002	1	"integrase, degenerate"		Disrupted reading frame	30	-	684	190	0	
11C6	EC6757	11	C6	C	6	936052	1	IS1004 transposase	tnpA	Mobile and extrachromosomal element functions	30.4	+	149	0	0	
11F12	EC7581	11	F12	F	12	937385	1	conserved hypothetical protein		Hypothetical proteins	35.5	-	297	0	0	
11E1	EC6508	11	E1	E	1	955245	1	"transcriptional regulator, LysR family"		Regulatory functions	24.8	+	353	0	0	
11E10	EC7444	11	E10	E	10	988318	1	"polysaccharide biosynthesis protein, putative"		Cell envelope	36.7	+	591	0	0	
11A6	EC6669	11	A6	A	6	1012174	1	D-alanyl-D-alanine carboxypeptidase	dacA-1	Cell envelope	3.1	+	733	0	0	
11H3	EC6552	11	H3	H	3	1059011	1	N-acetylglucosamine repressor	nagC	Regulatory functions	57.9	+	101	0	0	
11A4	EC6644	11	A4	A	4	1094739	1	molybdenum cofactor biosynthesis protein C	moaC	"Biosynthesis of cofactors, prosthetic groups, and carriers"	5.1	-	1162	0	0	
11G10	EC7540	11	G10	G	10	1109469	1	phosphotyrosine protein phosphatase		Central intermediary metabolism	6.6	+	313	0	0	
11H6	EC6562	11	H6	H	6	1149159	1	response regulator		Regulatory functions	35	-	1162	0	0	
11B10	EC7639	11	B10	B	10	1204751	1	imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase	hisB	Amino acid biosynthesis	17	-	252	0	0	
11G2	EC6691	11	G2	G	2	1268386	1	"lipoprotein, putative"		Cell envelope	20.1	-	854	0	0	
11E7	EC6718	11	E7	E	7	1274214	1	"trypsin, putative"		Protein fate	7	-	216	0	0	
11F11	EC7417	11	F11	F	11	1291313	1	"excinuclease ABC, subunit C"	uvrC	DNA metabolism	5	+	222	40.1	0	
11D3	EC6865	11	D3	D	3	1305019	1	hypothetical protein			35.2	-	628	0	0	
11D6	EC6763	11	D6	D	6	1334571	1	"transcriptional regulator, AraC/XylS family"		Regulatory functions	50.6	+	347	0	0	
11G8	EC6864	11	G8	G	8	1393393	1	conserved hypothetical protein		Hypothetical proteins	24.3	-	361	0	0	
11H8	EC6896	11	H8	H	8	1401222	1	conserved hypothetical protein		Hypothetical proteins	1.8	+	480	0	3	
11G6	EC6560	11	G6	G	6	1473565	1	ATP-dependent helicase HrpA	hrpA	Transcription	16.5	+	240	0	2	
11C10	EC7364	11	C10	C	10	1479935	1	lipoate-protein ligase A	lplA	"Biosynthesis of cofactors, prosthetic groups, and carriers"	76.8	-	490	0	6	
11H2	EC6785	11	H2	H	2	1577108	1	phage replication protein Cri	cri-1	Mobile and extrachromosomal element functions	10.5	-	981	981	0	yes
11H2	EC6785	11	H2	H	2	1577108	1	phage replication protein Cri	cri-2	Mobile and extrachromosomal element functions	10.5	-	981	981	0	yes
11F3	EC6546	11	F3	F	3	1624841	1	"formate dehydrogenase, iron-sulfur subunit"	fdhB	Energy metabolism	19.2	+	416	0	0	
11H5	EC6655	11	H5	H	5	1643946	1	hypothetical protein			7	-	492	0	0	
11D4	EC6696	11	D4	D	4	1643996	1	hypothetical protein			91.9	+	258	0	0	
11D2	EC6633	11	D2	D	2	1889036	1	paraquat-inducible protein B	pqiB	Unknown function	8.2	-	400	0	0	
11E12	EC7523	11	E12	E	12	1891524	1	"periplasmic linker protein, putative"		Protein fate	17	+	418	0	0	
11G12	EC7659	11	G12	G	12	1973581	1	sensor histidine kinase		Regulatory functions	5.3	+	353	0	0	
11A1	EC6414	11	A1	A	1	1991229	1	conserved hypothetical protein		Hypothetical proteins	86.9	+	111	0	0	
11E4	EC6724	11	E4	E	4	2003988	1	"amino acid ABC transporter, ATP-binding protein"		Transport and binding proteins	57.1	+	392	0	0	
11E3	EC6540	11	E3	E	3	2046922	1	hypothetical protein			20.6	+	246	0	0	
11E8	EC6854	11	E8	E	8	2048764	1	fatty acid metabolism regulator protein	fadR	Regulatory functions	16.8	+	135	0	0	
11A5	EC6786	11	A5	A	5	2073782	1	"ATP-dependent Clp protease, proteolytic subunit"	clpP	Protein fate	5.1	-	569	0	0	
11B4	EC6678	11	B4	B	4	2084739	1	hypothetical protein			83.1	+	464	54	0	
11H9	EC7509	11	H9	H	9	2202251	1	DNA topoisomerase III	topB	DNA metabolism	13.7	+	613	0	0	
11G5	EC6617	11	G5	G	5	2224106	1	"flagellar biosynthetic protein FlhF, putative"	flhF	Cellular processes	12.6	+	771	0	0	
11A10	EC7541	11	A10	A	10	2253341	1	citrate synthase	gltA	Energy metabolism	14	-	361	0	0	
11F9	EC7497	11	F9	F	9	2312047	1	conserved hypothetical protein		Hypothetical proteins	21.6	-	864	0	0	
11H11	EC7439	11	H11	H	11	2599517	1	type IV pilin biogenesis protein PilC	pilC	Cell envelope	10.6	+	833	0	0	
11A3	EC6819	11	A3	A	3	2799210	1	DamX-related protein			5.5	-	1102	0	0	
11F6	EC6907	11	F6	F	6	2816616	1	N-acetyl-gamma-glutamyl-phosphate reductase	argC	Amino acid biosynthesis	41.7	+	264	73.8	0	
11E2	EC6635	11	E2	E	2	2858785	1	conserved hypothetical protein		Hypothetical proteins	14.2	+	882	0	0	
11H1	EC6545	11	H1	H	1	2876340	1	conserved hypothetical protein		Hypothetical proteins	5.8	+	163	0	0	
11G11	EC7431	11	G11	G	11	2918763	1	hypothetical protein			54.8	-	196	0	0	
11E6	EC6847	11	E6	E	6	2921900	1	nitrogen regulation protein	ntrB	Regulatory functions	47.4	+	311	0	0	
11E5	EC6569	11	E5	E	5	199	2	hypothetical protein			33.5	+	585	0	0	
11G1	EC6524	11	G1	G	1	124119	2	hypothetical protein			5.9	-	250	0	0	
11C2	EC6595	11	C2	C	2	191346	2	conserved hypothetical protein		Hypothetical proteins	25.7	+	480	0	0	
11F7	EC6750	11	F7	F	7	215098	2	"site-specific DNA-methyltransferase, putative"		DNA metabolism	45.7	-	252	0	0	
11C12	EC7475	11	C12	C	12	261341	2	hypothetical protein			53.2	+	502	0	0	
11D7	EC6670	11	D7	D	7	311842	2	hypothetical protein			64.2	+	1023	1007	0	
11A8	EC6762	11	A8	A	8	316119	2	"oxidoreductase, short-chain dehydrogenase/reductase family"		Central intermediary metabolism	3.3	-	373	0	0	
11F5	EC6605	11	F5	F	5	325325	2	lipoprotein Blc	blc-1	Cell envelope	19	+	460	365	0	
11D12	EC7519	11	D12	D	12	345946	2	hypothetical protein			16	+	844	775	1	
11F4	EC6730	11	F4	F	4	358769	2	hypothetical protein			2.1	-	272	0	0	
11G7	EC6756	11	G7	G	7	382452	2	hypothetical protein			60.2	-	513	420	0	
11G4	EC6742	11	G4	G	4	422941	2	hypothetical protein			23.8	-	914	48.1	1	
11B8	EC6764	11	B8	B	8	426089	2	conserved hypothetical protein		Hypothetical proteins	71.1	+	89.7	61.9	0	
11F1	EC6520	11	F1	F	1	430267	2	"glutathione S-transferase, putative"		Central intermediary metabolism	13.9	+	480	198	0	
11C1	EC6460	11	C1	C	1	432152	2	hypothetical protein			69.3	-	735	607	0	
11B5	EC6790	11	B5	B	5	474940	2	hypothetical protein			11.3	+	1037	0	0	
11C9	EC6910	11	C9	C	9	482301	2	"5`-nucleotidase, putative"		"Purines, pyrimidines, nucleosides, and nucleotides"	18.6	-	129	0	0	
11B9	EC6908	11	B9	B	9	523531	2	"glutathione S-transferase, putative"		Central intermediary metabolism	21.2	-	416	0	0	
11B6	EC6747	11	B6	B	6	547335	2	hypothetical protein			23.3	-	377	0	0	
11C11	EC7327	11	C11	C	11	562395	2	heme receptor HasR	hasR	Transport and binding proteins	9.8	+	331	0	0	
11C8	EC6768	11	C8	C	8	575688	2	"transporter, AcrB/D/F family"		Transport and binding proteins	6.4	+	101	0	0	
11B11	EC7600	11	B11	B	11	682394	2	sensor histidine kinase LuxQ	luxQ	Regulatory functions	25.2	+	365	0	0	
11A7	EC6570	11	A7	A	7	773140	2	phenylalanine-4-hydroxylase	phhA	Energy metabolism	52.4	+	470	0	0	
11A9	EC6906	11	A9	A	9	833118	2	hypothetical protein			7.5	-	168	0	0	
11B2	EC6583	11	B2	B	2	862491	2	methyl-accepting chemotaxis protein		Cellular processes	10.9	+	73.8	0	0	
11C4	EC6692	11	C4	C	4	870425	2	"transcriptional regulator, TetR family"		Regulatory functions	82.4	-	523	0	0	
11C5	EC6832	11	C5	C	5	874759	2	methyl-accepting chemotaxis protein		Cellular processes	16.2	-	983	0	3	
11A12	EC7465	11	A12	A	12	945993	2	"transcriptional regulator, LysR family"		Regulatory functions	34.4	-	174	0	0	
11B1	EC6432	11	B1	B	1	948914	2	hypothetical protein			39.2	+	101	0	0	
11C7	EC6620	11	C7	C	7	976651	2	maltoporin	ompS	Transport and binding proteins	24.4	+	248	0	0	
11D10	EC7398	11	D10	D	10	1020963	2	hypothetical protein			59.2	+	704	0	0	
11H10	EC7542	11	H10	H	10	1056721	2	"ABC transporter, ATP-binding protein"		Transport and binding proteins	9.2	-	767	0	0	
12D9	EC8069	12	D9	D	9	6755	1	"amino acid ABC transporter, periplasmic amino acid-binding portion"		Transport and binding proteins	45.9	+	192	0	0	
12F7	EC7764	12	F7	F	7	13904	1	hypothetical protein			6.1	-	163	0	0	
12D10	EC8215	12	D10	D	10	68011	1	aminopeptidase P		Protein fate	5.8	+	125	0	0	
12B11	EC8403	12	B11	B	11	70693	1	hypothetical protein			32.7	-	648	0	0	
12F2	EC7618	12	F2	F	2	80355	1	conserved hypothetical protein		Hypothetical proteins	17.9	+	833	0	0	
12G1	EC7466	12	G1	G	1	180514	1	hypothetical protein			7.1	+	1029	0	0	
12C5	EC7876	12	C5	C	5	209911	1	"iron(III) ABC transporter, periplasmic iron-compound-binding protein"		Transport and binding proteins	43	+	172	0	0	
12D7	EC8061	12	D7	D	7	253984	1	lipopolysaccharide/O-antigen transport protein	rfbI	Transport and binding proteins	40.6	+	101	0	0	
12G6	EC7919	12	G6	G	6	256291	1	iron-containing alcohol dehydrogenase family protein RfbM		Energy metabolism	9.9	+	155	0	0	
12A10	EC8161	12	A10	A	10	435286	1	rfbT-related protein		Unknown function	43.4	-	434	434	6	yes
12E5	EC7886	12	E5	E	5	359022	1	phosphatidylserine decarboxylase	psd	Fatty acid and phospholipid metabolism	99.6	+	379	0	0	
12A4	EC7829	12	A4	A	4	371908	1	hflK protein	hflK	Protein fate	10.9	-	305	0	0	
12F3	EC7781	12	F3	F	3	373552	1	hflC protein	hflC	Protein fate	59.5	-	392	0	0	
12F8	EC7918	12	F8	F	8	393698	1	"zinc uptake regulation protein, putative"		Regulatory functions	58.6	+	327	0	2	
12B3	EC7693	12	B3	B	3	436494	1	MSHA pilin protein MshD	mshD	Cellular processes	5.5	+	359	0	0	
12E3	EC7749	12	E3	E	3	608522	1	"hemolysin, putative"		Cellular processes	24.4	-	426	0	0	
12D6	EC7755	12	D6	D	6	631541	1	conserved hypothetical protein		Hypothetical proteins	9	+	242	0	0	
12E1	EC7386	12	E1	E	1	835756	1	"vibriobactin and enterobactin ABC transporter, ATP-binding protein"	viuC	Transport and binding proteins	10.2	+	674	0	0	
12G10	EC8319	12	G10	G	10	902615	1	accessory colonization factor AcfB	acfB	Cellular processes	59.7	-	291	0	0	
12F10	EC8259	12	F10	F	10	989699	1	hypothetical protein			59.2	-	779	0	0	
12H10	EC8327	12	H10	H	10	1005599	1	hypothetical protein			55	+	379	0	0	
12D1	EC7376	12	D1	D	1	1031042	1	phosphoenolpyruvate-protein phosphotransferase	ptsI	Transport and binding proteins	25.6	-	918	0	0	
12B1	EC7677	12	B1	B	1	1048771	1	heat shock protein HtpG	htpG	Protein fate	27.1	+	781	0	0	
12F6	EC7849	12	F6	F	6	1136065	1	"transcriptional regulator, ArsR family"		Regulatory functions	60.1	+	355	0	0	
